ID,time,lat,long
18,2019-12-12 08:32:00.026000,43.32914571292493,-8.409919539523731
18,2019-12-12 08:32:11.545000,43.329370012924926,-8.409919539523731
18,2019-12-12 08:32:14.008000,43.32950519292493,-8.409919539523731
18,2019-12-12 08:32:53.006000,43.32950881292493,-8.409919539523731
18,2019-12-12 08:33:12.506000,43.32954071292493,-8.409919539523731
18,2019-12-12 08:33:32.526000,43.329604212924934,-8.409919539523731
18,2019-12-12 08:33:52.526000,43.32969031292494,-8.409919539523731
18,2019-12-12 08:34:13.605000,43.32972681292494,-8.409919539523731
18,2019-12-12 08:35:34.966000,43.32974801292494,-8.409919539523731
18,2019-12-12 08:37:17.006000,43.32977961292494,-8.409919539523731
18,2019-12-12 08:37:37.006000,43.329834012924934,-8.409919539523731
18,2019-12-12 08:38:18.125000,43.329919912924936,-8.409919539523731
18,2019-12-12 08:38:38.126000,43.32998161292493,-8.409919539523731
18,2019-12-12 08:38:58.125000,43.33003581292493,-8.409919539523731
18,2019-12-12 08:40:41.885000,43.33016211292493,-8.409919539523731
18,2019-12-12 08:41:02.485000,43.33020331292493,-8.409919539523731
18,2019-12-12 08:41:42.865000,43.33026281292493,-8.409919539523731
18,2019-12-12 08:46:35.086000,43.33031041292493,-8.409919539523731
18,2019-12-12 08:46:48.406000,43.33043485292493,-8.409919539523731
18,2019-12-12 08:46:53.026000,43.330755771687656,-8.409904714610759
18,2019-12-12 08:47:28.465000,43.33100087168766,-8.409904714610759
18,2019-12-12 08:48:01.106000,43.33117204168765,-8.409904714610759
18,2019-12-12 08:48:38.106000,43.33131499168765,-8.409904714610759
18,2019-12-12 08:49:04.146000,43.33141350168765,-8.409904714610759
18,2019-12-12 08:52:00.006000,43.33147853168765,-8.409904714610759
18,2019-12-12 09:26:57.065000,43.33157645168765,-8.409904714610759
18,2019-12-12 09:27:19.066000,43.331707961687655,-8.409904714610759
18,2019-12-12 09:27:34.066000,43.33189040168765,-8.409904714610759
18,2019-12-12 09:27:58.006000,43.332125391687654,-8.409904714610759
18,2019-12-12 09:38:07.070000,43.33229306168766,-8.409904714610759
18,2019-12-12 09:38:29.070000,43.332338471687656,-8.409904714610759
18,2019-12-12 09:38:47.069000,43.33241079168766,-8.409904714610759
18,2019-12-12 09:38:49.190000,43.332565861687655,-8.409904714610759
18,2019-12-12 09:39:18.050000,43.33258433966125,-8.409518597260044
18,2019-12-12 09:39:29.651000,43.33266165966125,-8.409518597260044
18,2019-12-12 10:09:16.110000,43.33273875966125,-8.409518597260044
18,2019-12-12 10:16:27.170000,43.332700330162076,-8.40940731683987
18,2019-12-12 10:16:56.090000,43.33282575016208,-8.40940731683987
18,2019-12-12 10:17:21.090000,43.33308860016208,-8.40940731683987
18,2019-12-12 10:20:38.050000,43.33329426016208,-8.40940731683987
18,2019-12-12 10:20:56.170000,43.333306960162076,-8.40940731683987
18,2019-12-12 10:21:39.170000,43.333366960162074,-8.40940731683987
18,2019-12-12 10:23:06.029000,43.33338650016207,-8.40940731683987
18,2019-12-12 10:23:57.150000,43.33345918016207,-8.40940731683987
12,2019-12-12 03:56:35.929000,43.263009976150514,-8.396971229036426
12,2019-12-12 04:40:07.309000,43.26301162180481,-8.396971229036426
12,2019-12-12 04:40:28.264000,43.2643458218048,-8.396971229036426
12,2019-12-12 04:40:48.290000,43.264919921804804,-8.396971229036426
12,2019-12-12 04:41:09.225000,43.2656451218048,-8.396971229036426
12,2019-12-12 04:41:53.638000,43.2657863218048,-8.396971229036426
12,2019-12-12 04:41:55.193000,43.265787914773554,-8.396971229036426
12,2019-12-12 04:42:19.822000,43.2678973077423,-8.396971229036426
12,2019-12-12 04:42:44.370000,43.2700067077423,-8.396971229036426
12,2019-12-12 04:43:40.856000,43.27116640774229,-8.396971229036426
12,2019-12-12 04:44:35.877000,43.27232450774229,-8.396971229036426
12,2019-12-12 04:46:00.241000,43.27232610071104,-8.396971229036426
12,2019-12-12 04:48:40.902000,43.27446330774229,-8.396971229036426
12,2019-12-12 04:48:50.996000,43.276602107742285,-8.396971229036426
12,2019-12-12 04:49:10.599000,43.27874090774228,-8.396971229036426
12,2019-12-12 04:51:53.704000,43.28087970774228,-8.396971229036426
12,2019-12-12 05:06:51.449000,43.28298750774228,-8.396971229036426
12,2019-12-12 05:13:27.507000,43.284145607742275,-8.396971229036426
12,2019-12-12 05:13:47.129000,43.28645770774227,-8.396971229036426
12,2019-12-12 05:14:28.146000,43.28875280774227,-8.396971229036426
12,2019-12-12 05:14:51.003000,43.28875780774227,-8.396971229036426
12,2019-12-12 05:15:08.183000,43.28876130774228,-8.396971229036426
12,2019-12-12 05:15:28.189000,43.28993490774228,-8.396971229036426
12,2019-12-12 05:15:49.224000,43.291268707742276,-8.396971229036426
12,2019-12-12 05:17:37.336000,43.29127162650601,-8.396971229036426
12,2019-12-12 05:35:48.631000,43.2912732721603,-8.396971229036426
12,2019-12-12 06:01:04.417000,43.29127336208798,-8.396971229036426
12,2019-12-12 06:33:44.343000,43.292016762087975,-8.396971229036426
12,2019-12-12 08:06:19.181000,43.29277636208797,-8.396971229036426
12,2019-12-12 08:06:21.003000,43.29373477127185,-8.391230752409703
12,2019-12-12 08:06:41.002000,43.29373477127185,-8.390943179063978
12,2019-12-12 08:06:51.005000,43.29373953618553,-8.390770150913823
12,2019-12-12 08:07:01.005000,43.2937788283679,-8.390646924380485
12,2019-12-12 08:07:11.006000,43.293794419255555,-8.390535930116352
12,2019-12-12 08:07:21.007000,43.29379846410625,-8.39040177848545
12,2019-12-12 08:07:31.003000,43.29391526765266,-8.38954455695801
12,2019-12-12 08:07:41.008000,43.2939449343594,-8.389260489510828
12,2019-12-12 08:07:51.007000,43.2941253310657,-8.389277943810221
12,2019-12-12 08:08:01.009000,43.29413490150728,-8.389106764031704
12,2019-12-12 08:08:01.281000,43.29482061608705,-8.389106764031704
12,2019-12-12 08:08:11.010000,43.2948498291371,-8.38882436973303
12,2019-12-12 08:08:21.003000,43.29489953346828,-8.38868203886661
12,2019-12-12 08:08:23.264000,43.29498861518368,-8.38868203886661
12,2019-12-12 08:08:31.008000,43.2950034292579,-8.388602680949184
12,2019-12-12 08:08:42.844000,43.295602682137236,-8.388602680949184
12,2019-12-12 08:08:51.012000,43.29585975836178,-8.388087147311934
12,2019-12-12 08:09:01.011000,43.295901805067885,-8.38798965967701
12,2019-12-12 08:09:01.334000,43.296077045644054,-8.38798965967701
12,2019-12-12 08:09:12.012000,43.295695454303925,-8.388074391362746
12,2019-12-12 08:09:22.004000,43.29565054654819,-8.3881412670228
12,2019-12-12 08:09:41.015000,43.29385163426981,-8.389508453631047
12,2019-12-12 08:09:51.011000,43.29386667353939,-8.389159249681022
12,2019-12-12 08:10:01.002000,43.29386667353939,-8.38897753201146
12,2019-12-12 08:10:03.606000,43.294727757107204,-8.38897753201146
12,2019-12-12 08:10:11.013000,43.29435717721383,-8.388118820601868
12,2019-12-12 08:10:21.006000,43.29404391339433,-8.388078825518422
12,2019-12-12 08:10:23.912000,43.2954651369127,-8.388078825518422
12,2019-12-12 08:10:33.016000,43.294430126832964,-8.387236471233525
12,2019-12-12 08:10:43.371000,43.294677376832965,-8.387236471233525
12,2019-12-12 08:10:51.020000,43.29435769314384,-8.38696699592724
12,2019-12-12 08:11:01.012000,43.29429038043011,-8.386884839430374
12,2019-12-12 08:11:22.004000,43.29448224043011,-8.386884839430374
12,2019-12-12 08:11:23.417000,43.29461689043012,-8.386884839430374
12,2019-12-12 08:11:41.017000,43.29449276738566,-8.387232138767645
12,2019-12-12 08:11:44.488000,43.29458726738566,-8.387232138767645
12,2019-12-12 08:11:51.007000,43.29453225437576,-8.387382804853965
12,2019-12-12 08:12:01.019000,43.294352729685784,-8.387430840246466
12,2019-12-12 08:12:04.470000,43.29680395215435,-8.387430840246466
12,2019-12-12 08:12:11.009000,43.29890648745098,-8.387430840246466
12,2019-12-12 08:12:15.187000,43.30257232274761,-8.387430840246466
12,2019-12-12 08:12:36.279000,43.30649592274761,-8.387430840246466
12,2019-12-12 08:13:04.762000,43.30662202274761,-8.387430840246466
12,2019-12-12 08:13:06.014000,43.30931423780651,-8.387430840246466
12,2019-12-12 08:13:21.616000,43.30939762274761,-8.387430840246466
12,2019-12-12 08:13:48.178000,43.31217322274761,-8.387430840246466
12,2019-12-12 08:14:08.402000,43.31494882274761,-8.387430840246466
12,2019-12-12 08:14:32.017000,43.314877927975346,-8.387447766160081
12,2019-12-12 08:15:01.002000,43.315011755575135,-8.387447766160081
12,2019-12-12 08:15:26.233000,43.31622537557514,-8.387447766160081
12,2019-12-12 08:15:46.397000,43.31749527557513,-8.387447766160081
12,2019-12-12 08:16:24.182000,43.32063917557513,-8.387447766160081
12,2019-12-12 08:31:58.268000,43.32378307557513,-8.387447766160081
12,2019-12-12 09:05:08.879000,43.32650087557513,-8.387447766160081
12,2019-12-12 09:05:24.018000,43.32652665557513,-8.387447766160081
12,2019-12-12 09:05:28.944000,43.32661017557513,-8.387447766160081
12,2019-12-12 09:17:44.042000,43.326719475575125,-8.387447766160081
12,2019-12-12 09:49:30.281000,43.3268053062636,-8.387447766160081
12,2019-12-12 09:49:32.019000,43.32680741965471,-8.387447766160081
12,2019-12-12 09:49:43.019000,43.32668087391072,-8.38750282813181
12,2019-12-12 09:49:50.426000,43.32806417097035,-8.38750282813181
12,2019-12-12 09:49:53.010000,43.32755474546,-8.3919910571662
12,2019-12-12 09:50:03.001000,43.3275473432009,-8.392216019263282
12,2019-12-12 09:50:13.012000,43.32754324486102,-8.392353856357856
12,2019-12-12 09:50:23.003000,43.327525687550484,-8.39245790018727
12,2019-12-12 09:50:30.451000,43.32907528156904,-8.39245790018727
12,2019-12-12 09:50:33.015000,43.329874657879536,-8.397178914449702
12,2019-12-12 09:50:43.006000,43.32973267030575,-8.397183428902396
12,2019-12-12 09:50:51.543000,43.32990795723813,-8.397183428902396
12,2019-12-12 09:50:56.004000,43.32987576237996,-8.397263258978553
12,2019-12-12 09:51:06.015000,43.32977707100759,-8.397383514763737
12,2019-12-12 09:51:11.525000,43.33278308288656,-8.397383514763737
12,2019-12-12 09:51:22.001000,43.3309582908676,-8.400242860492122
12,2019-12-12 09:51:26.088000,43.332974589254746,-8.400242860492122
12,2019-12-12 09:51:32.013000,43.33150479175574,-8.404731565096208
12,2019-12-12 09:51:43.013000,43.331338840611814,-8.40547189117308
12,2019-12-12 09:51:47.191000,43.331448023129816,-8.40547189117308
12,2019-12-12 09:51:53.004000,43.331456538336454,-8.405513573490945
12,2019-12-12 09:51:59.090000,43.33496680551022,-8.405513573490945
12,2019-12-12 09:52:13.007000,43.33316044348227,-8.40933983376087
12,2019-12-12 09:52:33.010000,43.333215505454,-8.409162669719278
12,2019-12-12 09:52:53.006000,43.33317411928887,-8.40943524687938
12,2019-12-12 09:52:58.120000,43.335326427601856,-8.40943524687938
12,2019-12-12 09:53:32.009000,43.33351330705625,-8.409438522408099
12,2019-12-12 09:53:44.019000,43.333495186758505,-8.409478787149869
12,2019-12-12 09:53:52.134000,43.33360228889626,-8.409478787149869
12,2019-12-12 09:53:55.020000,43.333584347565846,-8.409459625297261
